Order Date,Product Name,Quantity
8/29/2014,GBC DocuBind 200 Manual Binding Machine,4
8/29/2014,Balt Solid Wood Rectangular Table,3
6/29/2016,Fellowes Bankers Box Stor/Drawer Steel Plus,6
8/20/2016,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",2
10/21/2017,Xerox 218,1
10/21/2017,Global Comet Stacking Armless Chair,2
10/21/2017,Memorex Froggy Flash Drive 8 GB,2
10/21/2017,SAFCO Boltless Steel Shelving,8
5/17/2016,Pressboard Hanging Data Binders for Unburst Sheets,2
5/17/2016,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",6
02/03/2015,Hand-Finished Solid Wood Document Frame,4
12/18/2017,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",2
11/15/2016,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,3
07/03/2017,Xerox 1891,7
07/03/2017,Hewlett-Packard Deskjet 5550 Printer,3
1/15/2014,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,5
4/30/2017,Avery 474,2
4/30/2017,Staples in misc. colors,3
4/30/2017,Avery 499,3
11/08/2015,American Pencil,5
10/30/2015,Panasonic KX T7736-B Digital phone,2
8/17/2017,GBC DocuBind TL200 Manual Binding Machine,5
8/17/2017,Global Commerce Series Low-Back Swivel/Tilt Chairs,2
10/03/2015,Staple magnet,2
07/08/2016,Cisco SPA 502G IP Phone,9
07/08/2016,Newell 345,3
12/05/2017,Xerox 1960,3
03/09/2017,Logitech Wireless Headset h800,2
06/09/2016,Avaya 4621SW VoIP phone,3
11/28/2017,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",2
3/16/2017,Xerox 214,1
3/16/2017,Safco Commercial Shelving,1
3/16/2017,Mitel MiVoice 5330e IP Phone,3
11/27/2016,Motorola Moto X,1
08/06/2017,O'Sullivan 2-Shelf Heavy-Duty Bookcases,3
08/06/2017,Longer-Life Soft White Bulbs,5
11/27/2017,Tops White Computer Printout Paper,5
11/27/2017,Enermax Briskie RF Wireless Keyboard and Mouse Combo,8
5/25/2015,Ultra Door Push Plate,3
07/08/2016,GBC Twin Loop Wire Binding Elements,2
07/08/2016,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",7
07/08/2016,Wilson Jones Active Use Binders,4
07/08/2016,SAFCO Arco Folding Chair,3
8/29/2017,Avery 505,4
8/29/2017,Advantus Rolling Storage Box,2
8/29/2017,Wilson Jones Easy Flow II Sheet Lifters,9
6/20/2016,Logitech Trackman Marble Mouse,4
6/20/2016,Xerox 206,2
09/02/2017,Newell 324,2
09/02/2017,DAX Cubicle Frames - 8x10,2
09/02/2017,Bush Advantage Collection Racetrack Conference Table,1
09/02/2017,Fellowes Basic Home/Office Series Surge Protectors,1
09/02/2017,"ACCOHIDE 3-Ring Binder, Blue, 1""",8
09/02/2017,Cisco SPA508G,3
09/02/2017,Avery 518,6
09/02/2017,Global Commerce Series High-Back Swivel/Tilt Chairs,5
09/02/2017,BIC Brite Liner Grip Highlighters,3
09/02/2017,WD My Passport Ultra 2TB Portable External Hard Drive,2
09/02/2017,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,3
09/02/2017,Xerox 1962,4
09/10/2017,3M Organizer Strips,3
09/10/2017,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",3
09/10/2017,Logitech G105 Gaming Keyboard,5
09/10/2017,Imation Clip USB flash drive - 8 GB,6
09/10/2017,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3
09/10/2017,Xerox 1970,5
09/10/2017,Fellowes Stor/Drawer Steel Plus Storage Drawers,3
09/10/2017,Acco 6 Outlet Guardian Standard Surge Suppressor,2
12/21/2017,Jabra SPEAK 410,3
12/21/2017,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",5
12/21/2017,Xerox 1913,3
9/23/2017,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,4
05/06/2017,Blackstonian Pencils,3
05/06/2017,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,7
12/14/2014,Avery Heavy-Duty EZD View Binder with Locking Rings,4
12/14/2014,Assorted Color Push Pins,2
12/14/2014,Belkin Standard 104 key USB Keyboard,3
10/18/2014,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",3
10/18/2014,Avaya IP Phone 1140E VoIP phone,5
10/18/2014,"Global Wood Trimmed Manager's Task Chair, Khaki",6
05/08/2015,Newell 321,2
4/14/2016,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,4
4/14/2016,"Fellowes Personal Hanging Folder Files, Navy",4
12/14/2015,3-ring staple pack,2
12/03/2014,Jabra Supreme Plus Driver Edition Headset,4
11/25/2014,Belkin F9G930V10-GRY 9 Outlet Surge,6
11/25/2014,Staple-based wall hangings,3
11/25/2014,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",4
7/25/2016,Hewlett Packard LaserJet 3310 Copier,4
11/09/2015,Binder Posts,3
11/09/2015,Bevis Round Conference Table Top & Single Column Base,7
11/09/2015,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",3
11/09/2015,Xerox 1978,3
2/24/2017,"ACCOHIDE 3-Ring Binder, Blue, 1""",4
6/25/2017,Alphabetical Labels for Top Tab Filing,6
6/25/2017,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",2
6/25/2017,Plymouth Boxed Rubber Bands by Plymouth,3
12/02/2017,3.6 Cubic Foot Counter Height Office Refrigerator,5
12/02/2017,Advantus Panel Wall Acrylic Frame,4
02/06/2014,Avery 480,4
02/06/2014,Aastra 57i VoIP phone,1
02/06/2014,AT&T CL82213,5
04/11/2017,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,5
04/11/2017,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",7
12/25/2017,Fellowes Bankers Box Stor/Drawer Steel Plus,3
12/25/2017,"Global Value Mid-Back Manager's Chair, Gray",5
04/11/2017,Flexible Leather- Look Classic Collection Ring Binder,3
12/31/2014,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",7
12/31/2014,Sabrent 4-Port USB 2.0 Hub,7
08/03/2017,"O'Sullivan Elevations Bookcase, Cherry Finish",2
11/15/2014,Newell 310,3
11/15/2014,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",2
11/15/2014,"Southworth 100% Résumé Paper, 24lb.",4
12/11/2015,Logitech Wireless Performance Mouse MX for PC and Mac,2
12/11/2015,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,3
9/18/2016,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1
9/18/2016,Southworth Parchment Paper & Envelopes,2
9/18/2016,Tennsco Double-Tier Lockers,4
3/19/2015,GBC Imprintable Covers,2
3/19/2015,Self-Adhesive Address Labels for Typewriters by Universal,2
3/19/2015,Acme Elite Stainless Steel Scissors,4
3/19/2015,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",6
9/19/2016,"Hot File 7-Pocket, Floor Stand",9
9/19/2016,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",3
9/19/2016,JM Magazine Binder,3
9/19/2016,"Lifetime Advantage Folding Chairs, 4/Carton",4
8/20/2017,GBC Recycled Regency Composition Covers,5
3/13/2015,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",2
09/08/2016,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",2
09/08/2016,Premium Transparent Presentation Covers by GBC,4
11/26/2015,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3
11/26/2015,"Tennsco Lockers, Sand",5
11/26/2015,Aluminum Screw Posts,4
11/26/2015,Loose Memo Sheets,3
12/09/2016,Things To Do Today Pad,2
12/09/2016,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",1
9/25/2017,ACCOHIDE Binder by Acco,2
9/25/2017,"Global Leather Task Chair, Black",3
1/23/2015,"Wirebound Service Call Books, 5 1/2"" x 4""",3
1/23/2015,Avery 500,2
6/18/2015,Xerox 1922,3
6/18/2015,Peel & Stick Add-On Corner Pockets,7
6/18/2015,Aluminum Screw Posts,2
6/18/2015,Flat Face Poster Frame,5
10/02/2015,GBC Personal VeloBind Strips,6
11/18/2017,BIC Liqua Brite Liner,7
8/17/2014,Xerox 203,3
7/17/2016,Kensington 4 Outlet MasterPiece Compact Power Control Center,2
7/17/2016,Bose SoundLink Bluetooth Speaker,3
7/17/2016,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1
07/11/2015,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",7
07/11/2015,Acco Suede Grain Vinyl Round Ring Binder,3
07/11/2015,3M Organizer Strips,4
07/11/2015,Novimex Fabric Task Chair,8
07/11/2015,Newell 333,5
07/11/2015,"Master Big Foot Doorstop, Beige",6
12/01/2016,DAX Cubicle Frames - 8x10,3
12/22/2017,Microsoft Wireless Mobile Mouse 4000,5
12/22/2017,Hon GuestStacker Chair,7
12/22/2017,Logitech Gaming G510s - Keyboard,1
12/22/2017,Bevis 44 x 96 Conference Tables,2
10/31/2014,Staples,3
10/31/2014,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",5
10/31/2014,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",2
10/31/2014,Xerox 1952,13
10/31/2014,"Fellowes Twister Kit, Gray/Clear, 3/pkg",3
10/31/2014,Tennsco Regal Shelving Units,4
10/31/2014,Novimex Fabric Task Chair,3
10/31/2014,Maxell LTO Ultrium - 800 GB,9
10/31/2014,Newell 325,3
4/13/2015,Plantronics Audio 478 Stereo USB Headset,4
4/13/2015,Hon 94000 Series Round Tables,3
7/21/2016,GBC Instant Report Kit,1
11/20/2017,Novimex High-Tech Fabric Mesh Task Chair,5
11/26/2016,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2
11/07/2017,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,3
11/07/2017,"Plantronics CS 50-USB - headset - Convertible, Monaural",7
12/01/2014,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",3
09/12/2017,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",5
09/12/2017,Fellowes Basic Home/Office Series Surge Protectors,7
09/12/2017,Xerox 1939,5
12/24/2015,Computer Printout Paper with Letter-Trim Perforations,7
12/24/2015,ClearSounds CSC500 Amplified Spirit Phone Corded phone,2
12/24/2015,Magna Visual Magnetic Picture Hangers,2
2/23/2017,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",6
11/23/2014,Alphabetical Labels for Top Tab Filing,2
6/23/2016,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",4
6/23/2016,Avery 52,5
6/23/2016,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,5
6/23/2016,Tops White Computer Printout Paper,3
6/23/2016,Translucent Push Pins by OIC,2
10/26/2015,Avery 507,2
7/15/2017,GBC Standard Plastic Binding Systems Combs,3
7/15/2017,Hon 2111 Invitation Series Straight Table,3
11/17/2014,Global Super Steno Chair,5
4/13/2015,Martin-Yale Premier Letter Opener,1
11/25/2015,Newell 349,5
5/15/2016,GBC DocuBind P50 Personal Binding Machine,8
5/15/2016,Boston KS Multi-Size Manual Pencil Sharpener,4
5/15/2016,Newell 344,3
09/07/2017,Hanging Personal Folder File,3
09/07/2017,Logitech Wireless Marathon Mouse M705,7
03/10/2014,Tennsco 6- and 18-Compartment Lockers,3
03/10/2014,"BOSTON Ranger #55 Pencil Sharpener, Black",4
7/18/2014,Office Star - Ergonomically Designed Knee Chair,4
3/24/2017,Xerox 1888,4
3/24/2017,Memorex Micro Travel Drive 8 GB,2
9/30/2014,Xerox 217,3
9/26/2014,Acco 3-Hole Punch,1
10/31/2015,Xerox 191,1
10/31/2015,GBC DocuBind P100 Manual Binding Machine,3
10/31/2015,Newell 308,3
10/31/2015,OIC Bulk Pack Metal Binder Clips,5
10/31/2015,"Global Fabric Manager's Chair, Dark Gray",4
10/31/2015,Acme Tagit Stainless Steel Antibacterial Scissors,3
10/31/2015,Polycom SoundStation2 EX Conference phone,4
10/31/2015,Mobile Personal File Cube,2
10/31/2015,DMI Eclipse Executive Suite Bookcases,1
10/12/2015,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1
9/19/2016,"Xerox Color Copier Paper, 11"" x 17"", Ream",7
4/13/2017,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),1
4/13/2017,GBC DocuBind TL200 Manual Binding Machine,5
01/07/2017,Zipper Ring Binder Pockets,3
11/09/2017,"Global Leather Task Chair, Black",3
9/22/2017,O'Sullivan 4-Shelf Bookcase in Odessa Pine,2
9/22/2017,Avery 511,9
12/01/2017,Quality Park Security Envelopes,5
12/01/2017,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",7
6/23/2014,Sony 64GB Class 10 Micro SDHC R40 Memory Card,3
10/04/2015,"DataProducts Ampli Magnifier Task Lamp, Black,",3
10/04/2015,Xerox 1946,4
5/20/2014,Acco 6 Outlet Guardian Basic Surge Suppressor,4
5/20/2014,"Sanford Colorific Scented Colored Pencils, 12/Pack",9
5/20/2014,24-Hour Round Wall Clock,7
11/20/2015,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",3
11/30/2015,Fellowes PB200 Plastic Comb Binding Machine,3
11/30/2015,Revere Boxed Rubber Bands by Revere,7
11/30/2015,Motorla HX550 Universal Bluetooth Headset,4
12/31/2015,"Eldon Expressions Wood Desk Accessories, Oak",5
12/31/2015,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,4
11/16/2017,Tops Green Bar Computer Printout Paper,3
06/06/2014,Wilson Jones Century Plastic Molded Ring Binders,9
06/06/2014,Acme Office Executive Series Stainless Steel Trimmers,2
06/06/2014,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",3
09/01/2016,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",6
09/01/2016,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,2
09/01/2016,Staples,7
6/25/2016,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",3
6/25/2016,GBC Wire Binding Strips,4
6/25/2016,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",6
12/12/2014,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,1
3/31/2017,Spigen Samsung Galaxy S5 Case Wallet,5
11/19/2017,Office Star Flex Back Scooter Chair with White Frame,3
11/24/2014,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,7
11/22/2015,Xerox 1970,3
7/14/2016,GBC Standard Plastic Binding Systems Combs,2
4/30/2016,Flat Face Poster Frame,3
7/25/2016,OIC Binder Clips,6
6/22/2014,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,3
6/22/2014,Fellowes Bankers Box Recycled Super Stor/Drawer,3
10/21/2017,Newell 33,4
09/03/2016,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",3
5/14/2016,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",1
01/07/2016,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,1
3/13/2017,Multicolor Computer Printout Paper,3
10/13/2016,Razer Kraken PRO Over Ear PC and Music Headset,3
10/13/2016,Array Memo Cubes,2
10/13/2016,"Tenex ""The Solids"" Textured Chair Mats",5
10/13/2016,Newell 334,1
10/13/2016,Avery Non-Stick Binders,7
1/27/2017,Newell 312,3
1/27/2017,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,3
1/27/2017,JBL Micro Wireless Portable Bluetooth Speaker,3
11/19/2017,"Lifetime Advantage Folding Chairs, 4/Carton",2
08/01/2014,Wilson Jones data.warehouse D-Ring Binders with DublLock,3
7/30/2016,GBC VeloBind Cover Sets,3
7/30/2015,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,4
10/15/2016,Xerox 1982,2
10/15/2016,Xerox 1986,9
10/15/2016,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",5
10/15/2016,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",8
05/07/2016,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",7
05/07/2016,Alphabetical Labels for Top Tab Filing,3
05/07/2016,Hon Mobius Operator's Chair,4
05/07/2016,Bady BDG101FRU Card Printer,5
05/07/2016,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,5
05/07/2016,Staple-based wall hangings,8
08/01/2017,GBC Prestige Therm-A-Bind Covers,2
7/14/2016,HP Standard 104 key PS/2 Keyboard,2
08/10/2017,Staple envelope,6
08/10/2017,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",2
08/10/2017,Aastra 57i VoIP phone,9
6/25/2016,Fellowes Mighty 8 Compact Surge Protector,3
12/10/2016,GBC DocuBind P50 Personal Binding Machine,3
12/10/2016,Holmes HEPA Air Purifier,3
12/10/2016,Xerox 1988,4
12/10/2016,Harmony HEPA Quiet Air Purifiers,3
12/10/2016,Kingston Digital DataTraveler 16GB USB 2.0,5
12/01/2016,Newell 343,2
11/28/2014,Newell 331,3
3/28/2015,Xerox 1999,3
3/28/2015,Southworth Parchment Paper & Envelopes,1
06/01/2014,3M Hangers With Command Adhesive,6
06/01/2014,Adtran 1202752G1,7
09/06/2015,Acco Hanging Data Binders,2
09/06/2015,"Howard Miller 16"" Diameter Gallery Wall Clock",3
6/29/2015,"Eldon Executive Woodline II Desk Accessories, Mahogany",1
09/10/2016,"Boston Model 1800 Electric Pencil Sharpener, Gray",3
7/14/2014,Acco D-Ring Binder w/DublLock,7
7/14/2014,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,4
8/22/2015,Newell Chalk Holder,4
11/14/2014,Polycom SoundPoint Pro SE-225 Corded phone,7
11/14/2014,Acco 3-Hole Punch,10
11/27/2016,Euro-Pro Shark Turbo Vacuum,6
11/21/2017,Howard Miller Distant Time Traveler Alarm Clock,1
10/01/2017,Wilson Jones Easy Flow II Sheet Lifters,1
10/01/2017,Storex Dura Pro Binders,13
10/01/2017,"Belkin 325VA UPS Surge Protector, 6'",2
10/01/2017,"Metal Folding Chairs, Beige, 4/Carton",4
9/20/2014,Nontoxic Chalk,2
7/28/2017,Zipper Ring Binder Pockets,4
7/28/2017,Super Decoflex Portable Personal File,1
7/28/2017,Wilson Electronics DB Pro Signal Booster,4
12/06/2015,Polycom SoundStation2 EX Conference phone,2
12/06/2015,Newell 312,8
12/06/2015,Global Low Back Tilter Chair,1
7/31/2017,Xerox 1991,3
3/19/2016,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",1
7/29/2017,Assorted Color Push Pins,2
7/29/2017,Cisco SPA301,1
10/01/2016,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",1
3/31/2014,GBC DocuBind 200 Manual Binding Machine,2
3/31/2014,Fellowes Advanced Computer Series Surge Protectors,2
6/26/2017,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,5
07/09/2017,Recycled Steel Personal File for Hanging File Folders,5
12/14/2015,HTC One,4
12/05/2017,Logitech ClearChat Comfort/USB Headset H390,7
9/15/2015,Fellowes Stor/Drawer Steel Plus Storage Drawers,2
9/15/2015,Manco Dry-Lighter Erasable Highlighter,8
7/15/2016,Fiskars Home & Office Scissors,5
4/20/2017,Eldon Cleatmat Chair Mats for Medium Pile Carpets,2
11/15/2016,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1
11/15/2016,Avery Self-Adhesive Photo Pockets for Polaroid Photos,7
11/26/2016,Mitel MiVoice 5330e IP Phone,3
11/21/2017,Eldon Portable Mobile Manager,2
11/21/2017,Newell 344,2
11/21/2017,Advantus T-Pin Paper Clips,2
11/21/2017,"Acco Six-Outlet Power Strip, 4' Cord Length",1
11/21/2017,Mitel MiVoice 5330e IP Phone,3
2/15/2015,Xerox 1959,2
2/15/2015,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",5
2/15/2015,Avery Durable Binders,5
2/15/2015,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,6
2/15/2015,Xerox 22,3
4/15/2016,Xerox 1911,3
9/28/2015,Holmes Odor Grabber,3
9/28/2015,Holmes HEPA Air Purifier,2
9/17/2016,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,3
9/17/2016,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",2
6/16/2017,Hon Multipurpose Stacking Arm Chairs,7
6/16/2017,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",2
11/08/2015,Advantus Plastic Paper Clips,1
11/08/2015,Logitech G19 Programmable Gaming Keyboard,3
12/18/2015,Imation Bio 8GB USB Flash Drive Imation Corp,1
02/06/2017,"Bush Andora Bookcase, Maple/Graphite Gray Finish",3
11/14/2016,Logitech diNovo Edge Keyboard,2
11/14/2016,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),1
11/14/2016,"ACCOHIDE 3-Ring Binder, Blue, 1""",2
10/12/2017,Xerox 1989,2
9/17/2017,Xerox 1984,2
12/20/2017,Xerox 227,1
12/20/2017,Wilson Jones Leather-Like Binders with DublLock Round Rings,1
12/02/2017,Bulldog Vacuum Base Pencil Sharpener,5
9/21/2015,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,6
03/06/2015,Deflect-o Glass Clear Studded Chair Mats,7
03/06/2015,Canon PC1060 Personal Laser Copier,2
10/03/2014,Bevis Round Conference Room Tables and Bases,1
10/03/2014,"Global Deluxe Stacking Chair, Gray",3
6/27/2014,"SAFCO Commercial Wire Shelving, 72h",5
6/27/2014,KI Adjustable-Height Table,1
6/27/2014,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,4
10/30/2017,Novimex Fabric Task Chair,2
10/30/2017,Global Super Steno Chair,8
10/30/2017,Bestar Classic Bookcase,2
09/03/2016,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",7
03/05/2015,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,2
03/05/2015,Staple holder,7
05/05/2016,Xerox 1965,3
11/17/2017,Bionaire 99.97% HEPA Air Cleaner,2
06/01/2017,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",5
06/10/2017,Newell 351,5
01/08/2017,Balt Solid Wood Round Tables,2
4/20/2015,Pyle PMP37LED,3
4/20/2015,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",6
4/20/2015,Xerox 2,2
11/01/2015,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,1
12/23/2017,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",3
11/01/2015,Avoid Verbal Orders Carbonless Minifold Book,4
11/01/2015,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",5
11/01/2015,Plantronics MX500i Earset,1
11/01/2015,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,7
11/01/2015,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,4
11/14/2014,Storex DuraTech Recycled Plastic Frosted Binders,3
11/14/2014,Avery Durable Binders,4
1/17/2016,First Data FD10 PIN Pad,4
9/17/2017,Global Ergonomic Managers Chair,4
9/17/2017,Easy-staple paper,3
12/23/2016,"Bush Westfield Collection Bookcases, Fully Assembled",2
08/06/2015,Xerox 188,3
11/05/2017,Enermax Aurora Lite Keyboard,5
06/11/2017,Global Leather Executive Chair,1
06/11/2017,"Sortfiler Multipurpose Personal File Organizer, Black",4
06/11/2017,Boston 16801 Nautilus Battery Pencil Sharpener,5
06/11/2017,Newell 319,1
06/11/2017,Fellowes Officeware Wire Shelving,3
7/20/2017,Avery 486,2
7/20/2017,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",2
7/20/2017,Avery Printable Repositionable Plastic Tabs,5
7/20/2017,Novimex Fabric Task Chair,3
7/20/2017,Cardinal Slant-D Ring Binders,7
7/20/2017,Logitech G35 7.1-Channel Surround Sound Headset,3
12/23/2015,Belkin Premiere Surge Master II 8-outlet surge protector,4
3/20/2017,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,7
12/31/2015,Tuf-Vin Binders,3
12/31/2015,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",4
12/31/2015,Aluminum Screw Posts,5
12/31/2015,Ibico Plastic Spiral Binding Combs,12
9/15/2015,GBC Twin Loop Wire Binding Elements,3
9/15/2015,"Bush Westfield Collection Bookcases, Medium Cherry Finish",1
9/15/2015,Xerox 1967,2
9/23/2017,Wausau Papers Astrobrights Colored Envelopes,3
12/25/2015,Tenex Antistatic Computer Chair Mats,4
9/24/2016,"Tennsco Lockers, Gray",2
9/24/2016,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",5
3/21/2017,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",5
3/21/2017,Xerox 196,1
9/30/2014,Holmes Odor Grabber,6
12/10/2017,Convenience Packs of Business Envelopes,3
12/10/2017,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,7
8/23/2014,Xerox 1994,4
8/23/2014,Personal Creations Ink Jet Cards and Labels,4
8/19/2014,Turquoise Lead Holder with Pocket Clip,2
11/10/2016,Newell 315,7
12/31/2014,Nu-Dell Executive Frame,5
12/31/2014,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,3
7/26/2014,"Belkin 19"" Vented Equipment Shelf, Black",3
2/22/2016,Belkin 5 Outlet SurgeMaster Power Centers,9
3/13/2016,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",5
3/13/2016,Insertable Tab Indexes For Data Binders,2
3/13/2016,Hon Non-Folding Utility Tables,5
12/02/2017,3-ring staple pack,6
12/02/2017,Satellite Sectional Post Binders,2
12/02/2017,"Wirebound Message Book, 4 per Page",2
12/02/2017,Fellowes Advanced Computer Series Surge Protectors,3
12/02/2017,Prang Dustless Chalk Sticks,6
8/31/2015,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",7
8/31/2015,GBC Prestige Therm-A-Bind Covers,5
8/31/2015,Memorex Micro Travel Drive 32 GB,1
8/31/2015,Lexmark S315 Color Inkjet Printer,3
3/17/2014,Bretford Rectangular Conference Table Tops,7
3/17/2014,Balt Solid Wood Round Tables,4
3/17/2014,"Hon 30"" x 60"" Table with Locking Drawer",3
3/17/2014,Xerox 1926,7
3/17/2014,Xerox 1918,4
4/16/2017,SpineVue Locking Slant-D Ring Binders by Cardinal,5
3/13/2016,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",2
3/13/2016,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",2
3/13/2016,Ibico Covers for Plastic or Wire Binding Elements,4
11/24/2014,"Global Leather & Oak Executive Chair, Burgundy",1
02/10/2017,HP Office Recycled Paper (20Lb. and 87 Bright),4
